name,detectedFex,time
S005_001_00000009,angry,0.9118597999913618
S005_001_00000010,angry,0.12516040001355577
S005_001_00000011,angry,0.1259494999976596
S005_001_00000001,sad,0.12722030001168605
S010_001_00000012,happy,0.12506919998850208
S010_001_00000013,happy,0.12393349999911152
S010_001_00000014,happy,0.12430309999035671
S010_001_00000001,neutral,0.12315790000138804
S010_002_00000012,surprise,0.1332706999965012
S010_002_00000013,surprise,0.13513710000552237
S010_002_00000014,surprise,0.1333366000035312
S010_002_00000001,angry,0.13512660001288168
S010_003_00000016,angry,0.12937300000339746
S010_003_00000017,angry,0.12604029999056365
S010_003_00000018,angry,0.130150600001798
S010_003_00000001,angry,0.12365670000144746
S010_004_00000017,neutral,0.1227294999989681
S010_004_00000018,neutral,0.12108309999166522
S010_004_00000019,neutral,0.11289709999982733
S010_004_00000001,angry,0.1329015000083018
S010_005_00000014,angry,0.12280610000016168
S010_005_00000015,angry,0.1237954000098398
S010_005_00000016,angry,0.11663549998775125
S010_005_00000001,angry,0.12291550000372808
S010_006_00000013,happy,0.12298049998935312
S010_006_00000014,happy,0.12296590000914875
S010_006_00000015,happy,0.12388650000502821
S010_006_00000001,neutral,0.12484109999786597
S011_001_00000014,surprise,0.13663290000113193
S011_001_00000015,surprise,0.14155830000527203
S011_001_00000016,surprise,0.13328150000597816
S011_001_00000001,neutral,0.1350090000050841
S011_002_00000020,sad,0.13830780000716913
S011_002_00000021,neutral,0.1412508999928832
S011_002_00000022,sad,0.13429289999476168
S011_002_00000001,neutral,0.1374748000089312
S011_003_00000012,sad,0.13004830000863876
S011_003_00000013,neutral,0.1259942000033334
S011_003_00000014,neutral,0.13371119998919312
S011_003_00000001,neutral,0.1358163999975659
S011_004_00000019,neutral,0.13061300000117626
S011_004_00000020,neutral,0.1296400999999605
S011_004_00000021,sad,0.1315541999938432
S011_004_00000001,neutral,0.13537210000504274
S011_005_00000018,angry,0.12495619998662733
S011_005_00000019,angry,0.12284560000989586
S011_005_00000020,angry,0.12328400000114925
S011_005_00000001,neutral,0.13661539999884553
S011_006_00000011,happy,0.12695089999760967
S011_006_00000012,happy,0.12806750000163447
S011_006_00000013,happy,0.12496349999855738
S011_006_00000001,neutral,0.13744919998862315
S014_001_00000027,angry,0.14130109999678098
S014_001_00000028,angry,0.13891829999920446
S014_001_00000029,angry,0.1416295000090031
S014_001_00000001,neutral,0.13687940000090748
S014_002_00000014,sad,0.13422899998840876
S014_002_00000015,angry,0.13290219999908004
S014_002_00000016,angry,0.13120610000623856
S014_002_00000001,neutral,0.1367071999993641
S014_003_00000028,sad,0.1302157000027364
S014_003_00000029,sad,0.1275962000072468
S014_003_00000030,sad,0.12996549998933915
S014_003_00000001,neutral,0.12842980001005344
S014_004_00000017,angry,0.12571449999813922
S014_004_00000018,angry,0.12913649999245536
S014_004_00000019,angry,0.12585029999900144
S014_004_00000001,neutral,0.1350448999874061
