name,detectedFex,time
S054_004_00000018,angry,0.6727369059999546
S054_004_00000005,neutral,0.17467254500002127
S054_004_00000003,neutral,0.18239766500005317
S054_004_00000008,neutral,0.1680111890000262
S054_002_00000009,neutral,0.18235795600003257
S054_002_00000013,neutral,0.22707449299991822
S054_002_00000002,neutral,0.17235922999998365
S054_002_00000012,fear,0.19403870799988
S054_001_00000001,neutral,0.1735694680000961
S054_001_00000002,neutral,0.17225508100000297
S054_001_00000004,neutral,0.17501741000000948
S054_001_00000020,happy,0.17821807200016337
S054_003_00000006,neutral,0.18762689400000454
S054_003_00000004,fear,0.17348782900012338
S054_003_00000003,neutral,0.1669140439998955
S054_003_00000001,neutral,0.16704768399995373
S080_005_00000005,sad,0.17533201500009454
S080_005_00000003,sad,0.17505502100016201
S080_005_00000002,sad,0.16784652199999073
S080_005_00000007,sad,0.1815867799998614
S080_008_00000004,angry,0.19675075300006029
S080_008_00000007,disgust,0.1697605790000125
S080_008_00000005,angry,0.17481345100009094
S080_008_00000002,angry,0.17541275100006715
S080_004_00000009,neutral,0.1957525519999308
S080_004_00000004,sad,0.17064443300000676
S080_004_00000001,sad,0.1765203540001039
S080_004_00000002,sad,0.1692781299998387
S080_002_00000011,happy,0.18843483800014837
S080_002_00000009,happy,0.182611032000068
S080_002_00000004,angry,0.1755741060001128
S080_002_00000003,neutral,0.17670483799997783
S080_001_00000006,angry,0.20076479699991978
S080_001_00000014,surprise,0.19632494899997255
S080_001_00000004,angry,0.17706973100007417
S080_001_00000011,surprise,0.19599059600000146
S080_003_00000001,angry,0.18582683199997518
S080_003_00000010,fear,0.1873190659998727
S080_003_00000004,fear,0.1846244050000223
S080_003_00000002,angry,0.18478468699981931
S046_005_00000008,fear,0.15950165199978983
S046_005_00000013,happy,0.1596734209999795
S046_005_00000020,happy,0.1575034710001546
S046_005_00000017,happy,0.1559472060000644
S046_004_00000013,disgust,0.15337693200012836
S046_004_00000015,disgust,0.15126516200007245
S046_004_00000012,disgust,0.151772746000006
S046_004_00000011,neutral,0.14996912499987047
S046_002_00000001,neutral,0.15734843100017315
S046_002_00000005,surprise,0.16409858299994085
S046_002_00000004,fear,0.1615403079999851
S046_002_00000002,neutral,0.16097918099990238
S046_001_00000020,neutral,0.17549461499993413
S046_001_00000024,fear,0.15465797999991082
S046_001_00000025,neutral,0.1604381330000706
S046_001_00000006,neutral,0.15916710000010426
S046_003_00000012,neutral,0.15675956899985977
S046_003_00000011,neutral,0.15907381300007728
S046_003_00000013,neutral,0.15732049400003234
S046_003_00000010,neutral,0.15889121500003967
S131_010_00000011,angry,0.16778796000016882
S131_010_00000006,neutral,0.17602710599999227
S131_010_00000016,angry,0.16160961799982942
S131_010_00000012,angry,0.1633903479998935
S131_005_00000005,sad,0.1797872610000013
S131_005_00000007,fear,0.19576206900001125
S131_005_00000006,sad,0.19341505600004893
S131_005_00000003,sad,0.17354875700016237
S131_006_00000022,happy,0.18766158200014615
S131_006_00000003,sad,0.18067931599989606
S131_006_00000021,happy,0.17835748800007423
S131_006_00000019,happy,0.17525546399997438
S131_004_00000001,neutral,0.18271967399982714
S131_004_00000004,sad,0.18779376599991338
S131_004_00000002,sad,0.18435525900008543
S131_004_00000003,fear,0.18559517299991057
S131_002_00000013,sad,0.17229044499981683
S131_002_00000016,sad,0.16490910299989991
S131_002_00000015,sad,0.1670337179998569
S131_002_00000007,sad,0.16314311599990106
S131_001_00000001,fear,0.18017699300003187
S131_001_00000013,surprise,0.19393645699983608
S131_001_00000010,surprise,0.20034196300002804
S131_001_00000008,neutral,0.19016586400016422
S131_003_00000014,fear,0.18419423599993934
S131_003_00000008,fear,0.18221563399993101
S131_003_00000009,sad,0.18106314700003168
S131_003_00000016,fear,0.18155611800011684
S131_007_00000014,happy,0.17310232500017264
S131_007_00000003,sad,0.1709551660001125
S131_007_00000013,happy,0.170245598000065
S131_007_00000011,happy,0.17319504300007793
S035_005_00000005,neutral,0.15771551500006353
S035_005_00000008,angry,0.14779328999998143
S035_005_00000004,neutral,0.15437423200000921
S035_005_00000010,angry,0.14839835799989487
