name,detectedFex,time
S005_001_00000001,angry,1.0234642000868917
S005_001_00000009,disgust,0.6491730001289397
S005_001_00000010,disgust,0.6551896000746638
S005_001_00000011,disgust,0.6318510000128299
S010_001_00000001,neutral,0.6285864999517798
S010_001_00000012,surprise,0.6369855001103133
S010_001_00000013,surprise,0.6086931999307126
S010_001_00000014,surprise,0.6117402999661863
S010_002_00000001,neutral,0.6720012000296265
S010_002_00000012,surprise,0.6342529999092221
S010_002_00000013,surprise,0.6604790000710636
S010_002_00000014,surprise,0.6900549000129104
S010_003_00000001,neutral,0.6682841998990625
S010_003_00000016,angry,0.6269483999349177
S010_003_00000017,angry,0.625901099992916
S010_003_00000018,angry,0.6670409999787807
S010_004_00000001,neutral,0.6348415000829846
S010_004_00000017,angry,0.6620922000147402
S010_004_00000018,angry,0.6449475998524576
S010_004_00000019,angry,0.5867877998389304
S010_005_00000001,angry,0.6221182001754642
S010_005_00000014,angry,0.6151854998897761
S010_005_00000015,angry,0.5988904000259936
S010_005_00000016,angry,0.73528639995493
S010_006_00000001,neutral,0.7232826999388635
S010_006_00000013,happy,0.676434800028801
S010_006_00000014,happy,0.67658849991858
S010_006_00000015,happy,0.6135346998926252
S011_001_00000001,neutral,0.6298412999603897
S011_001_00000014,surprise,0.6731698999647051
S011_001_00000015,surprise,0.6126538999378681
S011_001_00000016,surprise,0.6087217000313103
S011_002_00000001,neutral,0.6371710000094026
S011_002_00000020,sad,0.6229501001071185
S011_002_00000021,sad,0.6640501997899264
S011_002_00000022,sad,0.6713986999820918
S011_003_00000001,neutral,0.5806499999016523
S011_003_00000012,sad,0.617979499977082
S011_003_00000013,sad,0.6272568998392671
S011_003_00000014,sad,0.6437672001775354
S011_004_00000001,neutral,0.6941426999401301
S011_004_00000019,angry,0.5921970000490546
S011_004_00000020,angry,0.6784740998409688
S011_004_00000021,angry,0.6728153999429196
S011_005_00000001,neutral,0.6460760000627488
S011_005_00000018,disgust,0.6843347998801619
S011_005_00000019,disgust,0.7239924999885261
S011_005_00000020,disgust,0.625212199985981
S011_006_00000001,neutral,0.6410453000571579
S011_006_00000011,happy,0.6887759000528604
S011_006_00000012,happy,0.6328395002055913
